,Decile1stYear,Decile3rdYear,LSAT,UndergradGPA,FirstYearGPA,CumulativeGPA,WorkFullTime,FamilyIncome,Sex,Tier,Race,BarExam
18562,3,3,29.0,2.6,-0.64,-0.89,1,2,2.0,2,2,1
18563,1,1,33.5,2.6,-1.31,-1.38,1,4,1.0,3,1,1
18564,1,1,34.0,2.6,-1.36,-1.44,1,2,2.0,6,2,0
18565,7,8,45.0,2.6,0.45,0.57,1,5,1.0,4,1,1
18566,7,4,43.0,2.6,0.57,-0.46,1,4,2.0,6,2,1
18567,3,3,36.5,2.6,-0.58,-0.81,1,4,1.0,3,1,1
18568,1,3,34.5,2.6,-1.13,-0.78,1,4,1.0,2,1,1
18569,7,7,40.0,2.6,0.35,0.38,1,4,2.0,3,1,1
18570,1,1,39.0,2.6,-1.89,-1.92,2,4,1.0,4,1,0
18571,1,1,24.0,2.6,-1.46,-1.51,2,3,2.0,3,2,0
18572,8,9,44.0,2.6,0.63,0.92,1,3,1.0,4,1,1
18573,1,1,35.0,2.6,-1.17,-1.52,1,2,2.0,3,2,1
18574,3,5,39.0,2.6,-0.59,-0.02,1,4,1.0,6,1,1
18575,6,5,25.5,2.6,0.21,-0.24,1,2,2.0,1,2,1
18576,1,3,22.0,2.6,-1.19,-0.89,1,3,2.0,2,2,1
18577,4,8,38.0,2.6,-0.3,0.74,2,3,1.0,3,1,1
18578,2,1,29.0,2.6,-1.1,-2.04,1,4,2.0,5,2,0
18579,5,6,33.0,2.6,-0.1,0.15,1,5,1.0,2,1,1
18580,7,6,34.0,2.6,0.54,0.19,1,3,2.0,2,1,0
18581,4,9,29.0,2.6,-0.08,1.2,1,4,1.0,1,1,0
18582,2,2,39.0,2.6,-1.06,-0.94,1,4,1.0,3,1,1
18583,1,2,35.0,2.6,-1.47,-1.24,1,4,1.0,5,1,1
18584,7,4,36.0,2.6,0.44,-0.46,1,1,1.0,4,2,1
18585,4,4,34.0,2.6,-0.36,-0.58,1,3,2.0,2,1,1
18586,2,1,21.0,2.6,-0.85,-1.78,1,3,2.0,4,2,1
18587,5,4,25.0,2.6,-0.08,-0.55,1,2,1.0,3,2,1
18588,2,1,36.0,2.6,-1.06,-1.58,1,2,2.0,4,2,1
18589,4,4,30.0,2.6,-0.26,-0.52,1,4,1.0,3,1,1
18590,7,6,42.0,2.6,0.37,0.03,1,4,1.0,4,1,1
18591,3,5,26.0,2.6,-0.5,-0.23,1,3,2.0,4,2,1
18592,5,5,39.0,2.6,0.07,-0.17,1,4,1.0,4,1,1
18593,2,1,34.0,2.6,-0.76,-1.42,1,4,1.0,2,2,1
18594,9,10,33.0,2.6,1.28,1.99,1,3,1.0,4,1,1
18595,3,3,23.5,2.6,-0.69,-0.72,1,1,2.0,3,2,0
18596,1,1,18.0,2.6,-2.1,-2.09,1,1,1.0,3,2,0
18597,7,7,34.0,2.6,0.39,0.32,1,4,1.0,3,1,1
18598,9,9,37.0,2.6,1.16,1.2,2,3,1.0,3,1,1
18599,6,6,29.0,2.6,0.07,0.02,1,3,1.0,3,1,1
18600,1,2,37.0,2.6,-1.34,-1.1,1,3,1.0,4,1,1
18601,9,7,33.0,2.6,0.99,0.41,1,4,1.0,2,1,1
18602,4,2,41.0,2.6,-0.41,-1.03,1,4,1.0,3,1,1
18603,7,5,39.0,2.6,0.37,-0.16,1,4,2.0,5,1,1
18604,1,1,30.5,2.6,-1.15,-1.43,1,4,1.0,3,1,1
18605,9,9,39.0,2.6,0.95,1.2,1,3,1.0,4,1,1
18606,7,8,40.5,2.6,0.46,0.64,1,4,1.0,3,2,1
18607,7,3,38.0,2.6,0.4,-0.6,2,4,1.0,4,2,1
18608,1,1,29.0,2.6,-2.33,-1.53,1,4,1.0,4,2,1
18609,3,4,33.0,2.6,-0.47,-0.49,1,4,1.0,4,2,1
18610,9,9,42.0,2.6,1.13,0.91,1,2,1.0,3,1,1
18611,10,4,32.5,2.6,1.29,-0.37,1,3,2.0,5,1,1
18612,2,5,45.0,2.6,-1.04,-0.03,2,3,1.0,5,1,0
18613,5,3,37.0,2.6,-0.15,-0.78,1,4,1.0,3,1,1
18614,8,7,47.0,2.6,0.78,0.49,2,3,1.0,3,1,1
18615,6,1,38.0,2.6,0.15,-1.62,1,3,1.0,3,1,1
18616,2,2,36.0,2.6,-1.07,-0.97,1,4,2.0,5,1,1
18617,5,4,27.5,2.6,-0.03,-0.43,1,5,1.0,3,1,1
18618,8,10,44.0,2.6,0.84,1.64,1,4,1.0,4,1,1
18619,3,2,31.0,2.6,-0.43,-1.24,1,3,1.0,3,1,1
18620,10,10,27.0,2.6,1.65,1.88,1,2,1.0,1,2,1
18621,6,6,24.0,2.6,0.17,0.23,1,5,1.0,1,1,1
18622,1,1,27.0,2.6,-1.48,-2.2,1,2,1.0,4,2,1
18623,2,2,37.5,2.6,-0.98,-0.87,1,3,2.0,6,1,1
18624,8,7,39.0,2.6,0.7,0.26,2,4,1.0,3,2,1
18625,5,6,31.0,2.6,0.03,0.15,1,3,2.0,3,1,1
18626,10,10,22.0,2.6,1.31,1.37,2,2,2.0,2,1,1
18627,9,8,46.0,3.8,1.27,0.87,1,4,2.0,4,1,1
18628,6,2,35.0,3.8,0.27,-0.98,1,3,1.0,4,1,1
18629,5,7,41.0,3.8,0.02,0.33,1,3,1.0,6,1,1
18630,6,7,42.0,3.8,0.35,0.35,1,4,2.0,6,1,1
18631,4,7,40.0,3.8,-0.41,0.46,1,3,1.0,5,1,1
18632,9,9,35.5,3.8,1.27,1.0,1,4,1.0,3,1,1
18633,7,7,41.0,3.8,0.48,0.35,1,3,2.0,4,1,1
18634,6,8,42.0,3.8,0.26,0.62,1,4,1.0,4,1,1
18635,10,9,33.0,3.8,1.58,1.24,1,2,1.0,3,1,1
18636,7,8,40.0,3.8,0.55,0.65,1,4,2.0,6,1,1
18637,7,7,40.0,3.8,0.4,0.51,1,3,1.0,3,1,1
18638,4,2,46.0,3.8,-0.25,-1.04,1,3,2.0,5,1,1
18639,10,10,44.0,3.8,1.36,1.5,1,3,2.0,5,1,1
18640,8,7,37.0,3.8,0.64,0.45,1,3,2.0,4,1,1
18641,7,7,41.0,3.8,0.43,0.41,1,4,2.0,4,1,1
18642,7,5,47.0,3.8,0.5,-0.04,1,4,1.0,6,1,1
18643,7,7,42.0,3.8,0.54,0.38,1,2,1.0,5,1,1
18644,4,5,44.0,3.8,-0.39,-0.18,1,5,1.0,6,1,1
18645,10,10,41.0,3.8,1.6,1.49,1,3,2.0,4,1,1
18646,9,7,44.0,3.8,0.89,0.29,1,4,1.0,5,1,1
18647,6,6,47.0,3.8,0.09,0.22,1,4,1.0,5,1,1
18648,5,6,41.0,3.8,-0.08,0.05,1,1,2.0,4,1,1
18649,10,10,37.0,3.8,1.6,1.59,1,4,2.0,4,1,1
18650,9,10,35.0,3.8,1.14,1.44,1,4,1.0,4,1,1
18651,8,10,44.0,3.8,0.78,1.4,1,4,2.0,6,1,1
18652,8,9,48.0,3.8,0.86,0.99,1,2,2.0,5,1,1
18653,8,9,41.0,3.8,0.68,0.94,1,3,2.0,4,1,1
18654,2,1,37.0,3.8,-0.88,-2.11,1,3,2.0,3,1,0
18655,3,7,31.0,3.8,-0.46,0.32,1,4,1.0,3,1,1
18656,9,10,38.0,3.8,1.16,1.59,1,5,1.0,4,1,1
18657,8,7,37.0,3.8,0.75,0.49,1,4,1.0,4,1,1
18658,10,10,37.0,3.8,2.26,2.13,1,5,2.0,3,1,1
18659,4,5,38.0,3.8,-0.41,-0.17,1,4,2.0,4,1,1
18660,5,5,45.0,3.8,-0.04,-0.12,1,3,2.0,6,1,1
18661,2,3,38.0,3.8,-1.03,-0.68,1,4,2.0,4,1,1
18662,1,1,37.0,3.8,-2.66,-2.58,1,4,2.0,4,2,1
18663,2,2,41.0,3.8,-0.98,-1.12,1,4,1.0,4,1,1
18664,2,1,37.0,3.8,-1.04,-1.73,1,3,1.0,5,2,1
18665,9,8,41.0,3.8,1.26,0.74,1,3,1.0,3,1,1
18666,5,6,33.0,3.8,-0.14,0.26,1,4,1.0,4,1,1
18667,2,2,32.0,3.8,-0.86,-0.85,1,5,2.0,6,1,1
18668,8,9,27.0,3.8,0.58,0.88,1,4,2.0,3,1,1
18669,8,9,35.0,3.8,0.65,1.27,1,4,1.0,3,1,1
18670,3,5,36.0,3.8,-0.43,-0.17,1,3,2.0,4,1,1
18671,5,4,35.0,3.8,-0.15,-0.24,1,3,1.0,5,1,1
18672,5,4,41.0,3.8,0.04,-0.44,1,5,2.0,6,1,1
18673,7,5,39.0,3.8,0.38,-0.06,1,4,1.0,4,1,1
18674,2,3,45.0,3.8,-0.85,-0.67,1,5,1.0,6,2,1
18675,1,1,37.0,3.8,-1.23,-1.67,1,3,2.0,5,2,1
18676,6,8,46.0,3.8,0.33,0.78,1,5,1.0,6,1,1
18677,5,6,39.0,3.8,-0.12,0.09,1,3,1.0,4,1,1
18678,3,1,47.0,3.8,-0.58,-1.76,1,4,1.0,6,1,1
18679,8,9,33.0,3.8,0.7,1.22,1,3,2.0,3,1,1
18680,9,8,37.0,3.8,0.94,0.68,1,4,2.0,2,1,1
18681,9,10,45.0,3.8,1.12,2.12,2,3,1.0,3,1,1
18682,9,10,37.0,3.8,1.23,1.37,1,4,2.0,4,1,1
18683,4,5,42.0,3.8,-0.41,0.0,1,3,2.0,6,1,1
18684,4,3,42.0,3.8,-0.22,-0.79,1,3,2.0,2,1,1
18685,7,7,35.0,3.8,0.5,0.42,1,4,1.0,4,1,1
18686,4,6,44.0,3.8,-0.21,0.25,1,5,1.0,6,1,1
18687,6,3,48.0,3.8,0.15,-0.7,1,5,1.0,6,1,1
18688,1,1,29.0,3.8,-1.2,-1.5,1,3,2.0,3,2,1
18689,3,4,34.0,3.8,-0.69,-0.36,1,3,1.0,5,1,1
18690,8,9,33.0,3.8,0.77,0.99,1,3,2.0,5,1,1
18691,2,4,32.0,3.8,-0.8,-0.52,1,3,2.0,3,2,1
18692,6,7,44.0,3.8,0.21,0.35,1,4,1.0,4,1,1
18693,3,2,31.0,3.8,-0.65,-0.98,1,2,2.0,4,1,1
18694,5,6,44.0,3.8,0.06,0.18,1,4,2.0,6,1,1
18695,10,9,35.0,3.8,1.57,1.27,1,3,2.0,2,1,1
18696,8,8,37.0,3.8,0.77,0.71,1,3,2.0,3,1,1
18697,10,9,39.0,3.8,1.57,1.07,1,2,2.0,5,1,1
18698,9,9,41.0,3.8,0.97,1.26,1,3,1.0,4,1,1
18699,8,8,32.0,3.8,0.61,0.73,1,4,2.0,5,1,1
18700,8,7,47.0,3.8,0.9,0.54,1,3,2.0,6,1,1
18701,5,3,34.0,3.8,-0.16,-0.7,1,3,1.0,5,1,0
18702,8,6,31.5,3.8,0.66,0.27,1,5,2.0,4,1,1
18703,8,9,43.0,3.8,0.78,0.91,1,4,1.0,6,1,1
18704,10,10,42.0,3.8,2.23,2.57,1,5,2.0,5,1,1
18705,2,3,35.0,3.8,-1.03,-0.58,1,4,2.0,4,1,1
18706,6,4,30.0,3.8,0.22,-0.47,1,4,1.0,2,1,1
18707,10,10,47.0,3.8,1.6,1.53,1,4,1.0,6,1,1
18708,10,10,41.0,3.8,1.37,1.66,1,4,2.0,5,1,1
18709,9,7,42.0,3.8,0.92,0.49,1,4,2.0,4,1,1
18710,8,7,40.0,3.8,0.57,0.53,1,4,2.0,3,1,1
18711,1,3,33.0,3.8,-1.18,-0.79,1,3,2.0,5,1,1
18712,8,5,36.0,3.8,0.72,-0.05,1,4,1.0,3,1,1
18713,9,8,39.0,3.8,0.91,0.75,1,3,2.0,4,1,1
18714,8,8,41.0,3.8,0.83,0.75,1,2,1.0,4,1,1
18715,9,9,47.0,3.8,1.27,0.94,1,4,1.0,5,1,1
18716,10,10,48.0,3.8,1.43,2.12,1,4,2.0,5,1,1
18717,5,6,42.0,3.8,-0.01,0.1,1,4,1.0,4,1,1
18718,10,9,40.0,3.8,1.52,1.18,1,2,1.0,4,1,1
18719,6,6,40.0,3.8,0.23,0.18,1,2,2.0,5,2,1
18720,7,6,44.0,3.8,0.43,0.09,1,3,1.0,5,1,1
18721,2,2,30.0,3.8,-1.07,-1.19,1,1,1.0,6,2,1
18722,4,6,48.0,3.8,-0.37,0.08,1,3,2.0,6,1,1
18723,10,10,41.0,3.8,1.75,1.31,1,4,2.0,5,1,1
18724,9,9,30.0,3.8,1.18,0.88,1,3,2.0,3,1,1
18725,9,10,42.0,3.8,1.27,1.61,2,2,2.0,6,1,1
18726,10,10,36.0,3.8,1.85,2.34,1,4,1.0,5,1,1
18727,7,8,36.0,3.8,0.6,0.73,1,4,2.0,6,1,1
18728,4,4,39.0,3.8,-0.32,-0.42,1,4,1.0,3,1,1
18729,9,9,37.0,3.8,0.92,0.97,1,3,2.0,3,1,1
18730,4,2,39.0,3.8,-0.37,-1.09,1,2,1.0,4,1,1
18731,9,10,43.0,3.8,1.14,1.48,1,3,2.0,6,1,1
18732,5,6,42.0,3.8,0.05,0.03,1,3,2.0,6,1,1
18733,7,9,30.5,3.8,0.57,0.93,1,4,1.0,4,1,1
18734,6,8,45.0,3.8,0.3,0.66,1,4,1.0,4,2,1
18735,8,7,44.0,3.8,0.86,0.32,1,3,1.0,5,1,1
18736,3,3,42.0,3.8,-0.52,-0.6,1,4,1.0,5,1,1
18737,8,10,39.0,3.8,0.79,1.29,1,4,2.0,6,1,1
18738,5,7,43.0,3.8,-0.08,0.4,1,4,1.0,5,2,1
18739,2,5,32.5,3.8,-0.91,-0.25,1,2,1.0,3,1,1
18740,1,1,38.0,3.8,-1.57,-1.65,1,3,1.0,4,1,1
18741,3,5,42.0,3.8,-0.48,-0.02,1,4,2.0,6,1,1
18742,10,10,45.0,3.8,1.57,1.64,1,4,1.0,3,1,1
18743,8,7,39.0,3.8,0.89,0.55,1,4,1.0,4,1,1
18744,10,10,39.0,3.8,1.8,1.56,1,2,2.0,4,1,1
18745,8,8,39.0,3.8,0.71,0.56,1,4,2.0,4,1,1
18746,8,8,42.0,3.8,0.84,0.73,1,3,2.0,4,1,1
18747,10,9,40.0,3.8,1.3,1.04,1,3,2.0,2,1,1
18748,10,10,37.0,3.8,1.71,1.59,1,4,2.0,5,1,1
18749,9,10,31.0,3.8,0.88,1.48,1,2,2.0,2,1,1
18750,2,2,42.0,3.8,-0.98,-1.22,1,1,1.0,4,1,1
18751,8,9,35.0,3.8,0.71,1.14,1,4,1.0,4,1,1
18752,9,10,34.0,3.8,1.18,1.36,1,3,2.0,3,1,1
18753,5,5,37.0,3.8,0.02,-0.15,1,3,1.0,4,1,1
18754,9,9,41.5,3.8,1.13,0.94,1,4,1.0,5,1,1
18755,6,7,47.0,3.8,0.25,0.41,1,4,1.0,6,1,1
18756,7,7,38.0,3.8,0.55,0.45,1,5,1.0,3,1,1
18757,3,2,39.0,3.8,-0.77,-0.9,1,3,2.0,6,1,1
18758,3,2,34.0,3.8,-0.57,-0.97,1,3,2.0,3,2,1
18759,9,8,37.0,3.8,0.88,0.67,2,3,1.0,3,1,1
18760,8,9,40.0,3.8,0.57,0.96,1,4,2.0,5,1,1
18761,1,2,43.5,3.8,-1.31,-1.0,1,3,1.0,5,1,1
18762,3,2,43.0,3.8,-0.7,-1.25,1,3,2.0,5,1,1
18763,8,6,36.0,3.8,0.7,0.19,1,3,2.0,3,1,1
18764,7,8,37.0,3.8,0.55,0.81,1,3,1.0,4,1,1
18765,3,4,29.0,3.8,-0.62,-0.52,1,4,2.0,2,1,1
18766,7,8,48.0,3.8,0.54,0.82,1,3,2.0,6,1,1
18767,2,3,33.0,3.8,-0.89,-0.72,1,4,2.0,3,1,1
18768,2,4,36.0,3.8,-1.04,-0.49,1,5,1.0,4,1,1
18769,3,3,32.0,3.8,-0.48,-0.76,1,4,1.0,4,1,1
18770,9,7,38.0,3.8,1.12,0.43,1,4,1.0,3,1,1
18771,10,9,44.0,3.8,1.59,1.23,1,4,1.0,5,1,1
18772,5,5,40.0,3.8,-0.18,-0.14,1,3,2.0,5,1,1
18773,8,7,39.0,3.8,0.58,0.32,1,3,1.0,5,1,1
18774,7,8,42.0,3.8,0.28,0.72,1,1,1.0,5,1,1
18775,5,7,43.0,3.8,-0.15,0.43,1,4,2.0,4,1,1
18776,6,4,47.0,3.8,0.15,-0.3,1,4,2.0,6,1,1
18777,10,10,34.0,3.8,1.99,1.97,1,4,1.0,4,1,1
18778,7,7,38.0,3.8,0.39,0.33,1,3,2.0,4,1,1
18779,10,10,33.0,3.8,2.52,2.54,2,4,2.0,2,1,1
18780,7,8,43.0,3.8,0.36,0.63,1,4,1.0,4,1,1
18781,2,1,31.5,3.8,-1.08,-2.07,1,1,1.0,5,2,1
18782,1,6,35.0,3.8,-1.31,0.0,1,3,1.0,3,1,1
18783,9,8,38.5,3.8,1.04,0.67,1,4,1.0,3,1,1
18784,10,10,36.0,3.8,1.44,1.33,2,3,2.0,2,1,1
18785,7,6,47.0,3.8,0.54,0.13,1,4,1.0,6,1,1
18786,9,10,41.0,3.8,1.27,1.6,1,1,2.0,4,1,1
18787,5,6,24.0,3.8,-0.13,0.22,1,5,1.0,3,1,1
18788,8,6,38.0,3.8,0.74,0.15,1,2,1.0,4,1,1
18789,1,1,42.0,3.8,-2.09,-2.18,1,4,1.0,6,1,1
18790,3,7,48.0,3.8,-0.47,0.26,1,4,2.0,5,1,1
18791,5,5,42.0,3.8,-0.18,-0.04,1,4,1.0,5,1,1
18792,9,10,36.5,3.8,1.08,1.6,1,4,2.0,4,1,1
18793,10,10,40.0,3.8,1.94,1.72,1,3,2.0,3,1,1
18794,5,5,40.0,3.8,0.03,-0.11,1,3,1.0,5,1,1
18795,7,7,39.0,3.8,0.59,0.5,1,3,1.0,4,1,1
18796,8,9,32.0,3.8,0.81,1.07,1,3,2.0,3,1,1
18797,3,6,26.0,3.8,-0.67,0.01,2,4,2.0,3,2,1
18798,7,7,42.0,3.8,0.57,0.3,1,3,2.0,4,1,1
18799,3,3,35.0,3.8,-0.52,-0.82,1,3,2.0,4,2,1
18800,10,10,42.0,3.8,2.08,1.9,1,4,2.0,6,1,1
18801,4,7,33.0,3.8,-0.28,0.48,1,3,2.0,5,1,1
18802,2,1,35.0,3.8,-1.11,-1.47,1,3,1.0,3,1,1
18803,10,10,40.0,3.8,1.75,1.73,1,2,1.0,4,1,1
18804,3,5,42.0,3.8,-0.56,-0.22,1,3,2.0,5,1,1
18805,4,4,30.0,3.8,-0.21,-0.45,1,3,2.0,2,1,1
18806,7,7,36.5,3.8,0.55,0.3,1,4,2.0,3,1,1
18807,9,8,34.0,3.8,1.03,0.84,1,3,1.0,4,1,1
18808,7,5,40.0,3.8,0.46,-0.2,1,4,1.0,2,1,1
18809,9,9,44.0,3.8,1.3,0.94,1,4,1.0,4,1,1
18810,8,9,34.0,3.8,0.8,1.17,1,4,2.0,4,1,1
18811,9,9,45.0,3.8,0.97,1.04,1,4,1.0,6,1,1
18812,6,8,39.0,3.8,0.12,0.79,1,4,1.0,6,1,1
18813,8,9,37.0,3.8,0.71,1.2,1,4,2.0,5,1,1
18814,6,8,39.0,3.8,0.21,0.68,1,4,2.0,4,1,1
18815,9,10,38.0,3.8,1.01,1.56,2,4,1.0,2,1,1
18816,4,3,24.0,3.8,-0.23,-0.57,1,3,2.0,1,2,0
18817,5,6,39.0,3.8,0.08,0.19,1,4,2.0,4,1,1
18818,1,2,37.0,3.8,-1.15,-1.0,1,4,2.0,4,1,1
18819,10,8,44.0,3.8,1.63,0.6,1,3,2.0,4,1,1
18820,9,8,44.0,3.8,1.01,0.69,1,4,2.0,5,1,1
18821,8,7,41.0,3.8,0.78,0.31,1,3,1.0,4,1,1
18822,7,8,38.0,3.8,0.38,0.56,1,4,1.0,6,1,1
18823,2,6,36.0,3.8,-0.93,0.13,1,2,1.0,4,1,1
18824,2,2,41.0,3.8,-0.97,-1.16,1,1,1.0,4,2,1
18825,6,9,41.0,3.8,0.23,1.15,1,3,2.0,5,2,1
18826,6,7,37.0,3.8,0.12,0.53,1,3,2.0,2,1,1
18827,3,3,43.0,3.8,-0.73,-0.66,1,4,2.0,6,1,1
18828,5,4,32.5,3.8,-0.16,-0.43,1,3,2.0,4,1,1
18829,8,9,31.0,3.8,0.69,1.22,1,3,1.0,5,2,1
18830,9,8,36.0,3.8,0.88,0.6,1,4,2.0,5,1,1
18831,3,4,42.0,3.8,-0.69,-0.46,1,4,2.0,4,1,1
18832,6,6,42.0,3.8,0.19,0.21,1,3,2.0,4,1,1
18833,9,10,42.0,3.8,1.11,1.38,1,3,1.0,3,1,1
18834,10,10,38.0,3.8,1.69,1.42,1,5,1.0,3,1,1
18835,7,7,34.0,3.8,0.38,0.49,1,3,2.0,5,1,1
18836,8,8,41.0,3.8,0.62,0.77,1,3,1.0,4,1,1
18837,9,10,45.0,3.8,1.12,1.58,1,5,1.0,5,1,1
18838,1,1,41.0,3.8,-1.37,-1.62,1,3,1.0,5,2,1
18839,7,8,40.0,3.8,0.55,0.62,1,4,2.0,6,1,1
18840,1,3,45.0,3.8,-1.28,-0.79,1,3,2.0,6,1,1
18841,3,3,31.0,3.8,-0.45,-0.68,1,2,1.0,4,1,1
18842,7,7,37.0,3.8,0.58,0.49,1,3,2.0,4,1,1
18843,7,6,44.0,3.8,0.36,0.12,1,3,2.0,4,1,1
18844,7,5,41.0,3.8,0.42,0.01,1,4,2.0,5,1,1
18845,9,9,36.0,3.8,0.88,1.08,1,2,2.0,3,1,1
18846,5,8,32.0,3.8,-0.03,0.66,1,4,2.0,4,1,1
18847,3,3,37.0,3.8,-0.52,-0.76,1,5,2.0,4,1,1
18848,9,9,47.0,3.8,1.2,1.26,1,1,1.0,4,1,1
18849,7,6,33.0,3.8,0.39,0.26,1,4,1.0,4,1,1
18850,5,4,39.0,3.8,-0.14,-0.25,1,5,1.0,5,2,1
18851,9,10,34.0,3.8,1.29,1.67,1,3,2.0,4,1,1
18852,4,4,32.5,3.8,-0.44,-0.31,1,3,2.0,5,2,1
18853,8,9,42.0,3.8,0.77,0.88,1,4,1.0,4,1,1
18854,10,10,41.0,3.8,1.66,1.61,1,3,1.0,4,1,1
18855,5,6,40.0,3.8,0.02,0.2,1,3,1.0,4,1,1
18856,7,9,33.0,3.8,0.5,0.9,2,4,2.0,4,1,1
18857,10,10,41.0,3.8,1.73,2.16,1,3,1.0,4,1,1
18858,5,6,48.0,3.8,-0.03,0.05,1,4,1.0,6,1,1
18859,1,2,29.0,3.8,-1.57,-1.12,1,3,2.0,4,2,0
18860,4,4,43.0,3.8,-0.3,-0.33,1,4,1.0,4,1,1
18861,3,2,46.0,3.8,-0.47,-1.0,1,4,1.0,5,1,1
18862,8,8,38.0,3.8,0.73,0.83,1,4,2.0,4,1,1
18863,5,6,43.0,3.8,0.03,0.03,1,5,2.0,4,1,1
18864,9,10,38.0,3.8,0.9,1.5,1,4,2.0,3,1,1
18865,9,9,42.0,3.8,1.29,1.17,1,3,1.0,4,1,1
18866,6,6,32.0,3.8,0.13,0.26,1,4,1.0,4,1,1
18867,3,5,48.0,3.8,-0.5,-0.17,1,3,2.0,5,1,0
18868,4,1,39.0,3.8,-0.32,-1.32,1,3,1.0,3,1,1
18869,6,5,29.0,3.8,0.24,-0.21,1,2,2.0,3,1,1
18870,9,9,44.0,3.8,1.08,1.16,1,2,2.0,6,1,1
18871,6,10,34.0,3.8,0.14,1.41,1,3,1.0,3,1,1
18872,7,8,38.0,3.8,0.48,0.77,1,4,2.0,6,1,1
18873,3,2,40.0,3.8,-0.68,-1.12,1,3,1.0,4,1,1
18874,6,6,25.0,3.8,0.25,0.22,1,3,2.0,3,1,1
18875,7,5,34.0,3.8,0.44,0.0,1,4,2.0,4,1,1
18876,8,9,34.0,3.8,0.81,1.05,1,2,1.0,3,1,1
18877,7,6,27.5,3.8,0.46,0.02,2,4,2.0,2,1,1
18878,9,9,33.0,3.8,1.2,1.02,1,4,2.0,4,1,1
18879,4,5,43.0,3.8,-0.22,-0.05,1,2,1.0,6,1,1
18880,10,10,43.0,3.8,1.76,1.63,1,3,2.0,4,1,1
18881,3,4,41.0,3.8,-0.64,-0.5,1,4,2.0,6,1,1
18882,2,2,45.0,3.8,-1.13,-0.99,1,3,2.0,4,1,1
18883,9,8,44.0,3.8,1.23,0.59,1,4,1.0,6,1,1
18884,10,10,40.0,3.8,2.44,2.43,1,4,2.0,4,1,1
18885,9,1,36.0,3.8,0.92,-1.51,1,4,1.0,4,1,1
18886,5,6,45.0,3.8,0.02,0.25,1,4,2.0,6,1,1
18887,9,9,32.0,3.8,1.26,1.24,1,4,2.0,3,1,1
18888,9,8,40.0,3.8,1.21,0.66,1,5,2.0,4,1,1
18889,5,8,35.0,3.8,0.09,0.68,1,5,2.0,4,1,1
18890,10,10,40.0,3.8,2.47,2.54,1,4,1.0,3,1,1
18891,10,10,37.0,3.8,1.85,1.97,1,2,1.0,3,1,1
18892,7,7,39.0,3.8,0.31,0.31,1,4,2.0,3,1,1
18893,8,9,37.0,3.8,0.6,0.98,1,4,1.0,3,1,1
18894,10,10,44.0,3.8,1.9,1.88,1,3,1.0,4,1,1
18895,1,2,35.0,3.8,-1.22,-1.19,1,4,2.0,5,1,1
18896,8,8,37.0,3.8,0.62,0.65,1,3,2.0,5,1,1
18897,8,8,39.0,3.8,0.77,0.87,1,4,1.0,4,1,1
18898,9,10,39.0,3.8,1.23,1.79,1,3,1.0,6,1,1
18899,9,9,43.0,3.8,1.01,1.03,1,3,2.0,4,1,1
18900,10,5,41.0,3.8,1.73,0.0,1,4,2.0,6,1,1
18901,7,8,32.0,3.8,0.37,0.76,1,4,1.0,5,1,1
18902,6,5,42.0,3.8,0.25,-0.01,1,4,1.0,5,1,1
18903,6,8,25.5,3.8,0.17,0.64,1,3,1.0,2,1,0
18904,4,4,48.0,3.8,-0.18,-0.29,1,4,2.0,6,1,1
18905,8,10,29.0,3.8,0.82,1.47,1,5,1.0,3,1,1
18906,1,2,35.5,3.8,-1.14,-1.26,1,4,1.0,4,1,1
18907,6,8,38.0,3.8,0.11,0.81,1,4,2.0,5,1,1
18908,7,9,35.0,3.8,0.56,1.1,1,3,2.0,5,1,1
18909,8,9,45.0,3.8,0.83,1.24,1,4,1.0,5,2,1
18910,6,7,33.0,3.8,0.27,0.35,1,4,2.0,4,1,1
18911,5,7,38.0,3.8,0.07,0.51,1,3,1.0,4,1,1
18912,6,6,45.0,3.8,0.11,0.19,1,5,1.0,6,1,1
18913,6,7,45.0,3.8,0.17,0.34,1,4,2.0,4,1,1
18914,4,4,32.0,3.8,-0.39,-0.55,1,3,2.0,3,1,1
18915,2,2,28.0,3.8,-0.93,-1.02,1,4,1.0,3,2,1
18916,8,9,40.0,3.8,0.64,1.06,1,4,1.0,3,1,1
18917,8,8,34.0,3.8,0.68,0.61,1,4,2.0,3,1,1
18918,9,8,33.0,3.8,1.2,0.63,1,4,2.0,3,1,1
18919,9,7,42.0,3.8,1.07,0.36,1,4,2.0,5,1,1
18920,2,4,42.0,3.8,-0.86,-0.3,1,5,1.0,3,1,1
18921,10,10,29.0,3.8,1.72,1.41,1,3,2.0,4,1,1
18922,8,6,48.0,3.8,0.84,0.01,1,4,2.0,3,2,1
18923,7,7,36.0,3.8,0.4,0.5,1,2,2.0,4,1,1
18924,10,10,40.0,3.8,1.45,1.6,1,3,1.0,4,1,1
18925,9,10,28.0,3.8,1.06,1.53,1,3,1.0,2,1,1
18926,8,8,40.0,3.8,0.84,0.69,1,2,2.0,4,1,1
18927,4,8,39.5,3.8,-0.39,0.69,1,4,2.0,5,2,1
18928,5,5,37.0,3.8,-0.12,-0.23,1,3,2.0,5,1,1
18929,6,9,39.0,3.8,0.13,0.91,1,4,1.0,4,1,1
18930,6,7,43.0,3.8,0.14,0.32,1,3,1.0,5,1,1
