,NoDefaultNextMonth (label),isMale,isMarried,AgeGroup,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HasHistoryOfOverduePayments
27642,1,0,1,2.0,3,830,920,2,5,0,830,310,2,3,1
27643,1,0,0,2.0,3,5200,4500,2,2,0,2720,520,1,1,0
27644,1,0,0,2.0,4,300,110,0,6,0,190,110,2,3,1
27645,1,0,1,2.0,3,4360,150,0,0,0,4360,150,1,1,0
27646,1,0,0,2.0,3,260,250,3,6,0,130,60,1,1,0
27647,1,0,0,2.0,4,150,150,1,6,0,140,50,1,1,0
27648,1,0,1,2.0,4,170,170,1,6,0,10,170,1,1,0
27649,1,0,1,2.0,3,7160,300,0,0,4,7160,300,1,1,0
27650,1,0,0,2.0,1,0,0,0,6,0,0,0,2,2,1
27651,0,0,1,2.0,3,910,110,0,0,6,840,0,2,8,1
27652,1,0,0,2.0,4,4430,240,0,0,3,4430,160,1,1,0
27653,1,0,0,2.0,4,20,30,1,6,0,20,20,2,3,1
27654,1,0,0,2.0,4,17090,37470,2,1,2,2170,15060,1,1,0
27655,0,0,0,2.0,3,610,580,1,0,5,610,0,2,4,1
27656,1,0,0,2.0,4,2110,920,0,0,0,1560,920,1,1,0
27657,1,0,0,1.0,3,460,60,0,6,0,190,60,1,1,0
27658,1,0,1,2.0,3,810,60,0,6,0,760,60,1,1,0
27659,1,0,0,2.0,4,110,0,0,6,0,110,0,1,1,0
27660,1,0,0,2.0,3,9420,660,0,0,0,8150,310,1,1,0
27661,1,0,0,2.0,1,2040,160,0,3,0,2040,160,1,1,0
27662,1,0,0,2.0,4,250,220,2,6,0,200,150,1,1,0
27663,1,0,0,2.0,3,170,170,3,6,0,70,20,1,1,0
27664,1,0,1,2.0,3,380,400,1,6,0,170,30,1,1,0
27665,0,0,0,2.0,3,200,70,0,6,0,140,0,2,8,1
27666,0,0,1,2.0,3,70,70,3,6,0,10,0,1,1,0
27667,1,0,0,2.0,3,1180,1220,3,6,0,930,70,1,1,0
27668,0,0,0,2.0,3,350,250,2,1,0,90,100,2,3,1
27669,0,0,0,2.0,3,870,150,0,3,1,870,40,2,3,1
27670,1,0,1,2.0,3,2480,110,0,0,3,2450,110,2,3,1
27671,1,0,0,2.0,4,1270,620,1,6,0,170,400,1,1,0
27672,1,0,0,2.0,3,2830,310,0,0,0,2720,170,1,1,0
27673,1,0,1,2.0,3,2930,170,0,0,0,2930,90,1,1,0
27674,1,0,1,2.0,2,6950,250,0,0,0,6950,220,1,1,0
27675,0,0,1,2.0,4,190,290,3,6,0,30,110,1,1,0
27676,1,0,0,2.0,3,2570,210,0,0,4,2460,210,2,3,1
27677,1,0,1,2.0,3,40,40,2,6,0,0,0,2,2,1
27678,0,0,1,2.0,3,1050,920,1,1,0,1050,60,1,1,0
27679,1,0,1,2.0,3,1550,1830,1,1,5,1550,1550,1,1,0
27680,0,0,1,2.0,2,1480,60,0,2,3,1440,60,1,1,0
27681,1,0,1,2.0,3,1300,650,2,5,0,1300,0,1,1,0
27682,1,0,0,2.0,4,1560,150,0,0,4,1540,60,3,5,1
27683,1,0,0,2.0,4,2600,240,0,0,0,2380,240,3,5,1
27684,1,0,0,2.0,4,670,470,2,6,0,260,450,1,1,0
27685,1,0,0,2.0,2,9430,370,0,0,0,9430,370,1,1,0
27686,1,0,0,2.0,4,2900,140,0,0,4,2720,130,1,1,0
27687,1,0,0,2.0,4,13020,13020,1,5,1,870,150,1,1,0
27688,0,0,0,2.0,3,6230,240,0,0,2,6230,240,1,1,0
27689,1,0,0,2.0,4,4430,400,0,0,4,4140,400,2,3,1
27690,1,0,1,2.0,3,540,540,4,6,0,0,50,2,3,1
27691,1,0,0,2.0,4,4940,4940,1,1,1,10,4940,1,1,0
27692,1,0,0,2.0,4,440,90,0,6,0,330,40,2,3,1
27693,1,0,1,2.0,1,3580,130,0,2,0,3580,130,2,3,1
27694,1,0,0,2.0,4,4780,230,0,0,2,4330,170,1,1,0
27695,1,0,0,2.0,4,1520,110,0,0,4,1490,60,1,1,0
27696,1,0,1,2.0,4,7100,810,2,5,0,7100,30,1,1,0
27697,1,0,1,2.0,3,150,230,3,6,0,150,0,2,3,1
27698,1,0,0,2.0,3,130,0,0,6,0,130,0,1,1,0
27699,0,0,0,2.0,4,430,430,3,6,0,0,150,1,1,0
27700,1,0,0,2.0,4,3300,1070,0,4,0,2750,760,1,1,0
27701,1,0,1,2.0,3,730,150,0,0,0,490,120,1,1,0
27702,0,0,0,2.0,3,300,230,1,1,4,0,230,1,1,0
27703,1,0,0,2.0,3,3190,2120,1,1,0,1820,60,1,1,0
27704,0,0,1,2.0,3,70,0,0,6,0,70,0,2,29,1
27705,1,0,1,2.0,3,1450,140,0,0,3,1400,70,2,7,1
27706,1,0,0,2.0,4,500,60,0,2,0,360,0,2,4,1
27707,0,0,1,2.0,2,1050,150,0,0,0,860,150,2,13,1
27708,1,0,0,3.0,2,580,140,1,2,1,580,40,1,1,0
27709,0,0,1,2.0,2,2270,130,0,0,6,2090,100,2,12,1
27710,1,0,1,3.0,3,1520,110,0,0,4,1480,110,1,1,0
27711,0,0,1,3.0,4,1010,190,0,2,0,670,190,2,13,1
27712,1,0,0,2.0,4,1580,1590,3,6,0,30,40,1,1,0
27713,1,0,1,3.0,2,420,110,0,4,0,420,110,2,3,1
27714,1,0,1,2.0,3,2480,110,0,0,5,2280,110,1,1,0
27715,0,0,1,2.0,3,7070,1430,0,0,0,6900,320,2,3,1
27716,1,0,1,2.0,2,7120,490,0,0,4,7120,240,1,1,0
27717,1,0,0,2.0,4,750,750,1,6,0,290,150,1,1,0
27718,1,0,0,3.0,3,2820,110,0,0,2,2820,110,1,1,0
27719,1,0,1,3.0,3,4250,1830,0,0,0,3790,180,1,1,0
27720,1,0,1,2.0,4,2840,140,0,0,0,2840,140,1,1,0
27721,1,0,1,3.0,3,0,0,0,6,0,0,0,1,1,0
27722,1,0,1,3.0,1,1230,100,0,0,6,1120,60,1,1,0
27723,0,0,0,2.0,2,40,60,2,6,0,0,60,3,4,1
27724,1,0,0,2.0,3,1510,50,0,0,1,1510,50,1,1,0
27725,1,0,0,2.0,4,300,320,2,6,0,10,110,1,1,0
27726,0,0,1,3.0,2,790,200,0,2,0,530,110,2,9,1
27727,1,0,0,3.0,4,40,40,2,6,0,20,20,1,1,0
27728,0,0,1,2.0,3,190,30,0,6,0,190,30,1,1,0
27729,1,0,1,2.0,2,260,80,0,0,0,220,30,2,3,1
27730,0,0,1,3.0,2,260,30,0,0,5,260,0,2,19,1
27731,1,0,1,3.0,4,2460,100,0,0,0,2460,90,1,1,0
27732,1,0,1,3.0,3,430,210,1,6,0,50,0,1,1,0
27733,1,0,0,2.0,3,3380,150,0,0,0,3380,100,2,3,1
27734,1,0,1,2.0,3,170,170,5,6,0,20,60,1,1,0
27735,1,0,1,2.0,2,700,700,3,6,0,80,110,1,1,0
27736,1,0,0,2.0,3,20,30,1,6,0,20,20,1,1,0
27737,1,0,1,3.0,3,1250,1260,3,4,0,90,1260,1,1,0
27738,1,0,1,3.0,4,2440,310,0,0,4,2360,90,1,1,0
27739,1,0,1,3.0,3,3330,150,0,0,3,3330,110,1,1,0
27740,0,0,0,3.0,2,2230,60,0,3,3,2230,60,1,1,0
27741,1,0,0,3.0,2,4060,160,0,0,6,4030,150,1,1,0
27742,1,0,0,3.0,3,2990,150,0,0,4,2950,140,1,1,0
27743,1,0,1,3.0,2,4590,310,1,4,0,4500,310,1,1,0
27744,1,0,0,3.0,3,250,250,1,6,0,10,10,1,1,0
27745,0,0,1,2.0,3,920,110,0,0,0,830,0,2,8,1
27746,1,0,1,2.0,4,2070,3590,4,6,0,190,850,1,1,0
27747,1,0,0,3.0,3,100,100,1,6,0,50,50,1,1,0
27748,0,0,0,2.0,3,5710,430,0,0,3,5560,0,2,9,1
27749,1,0,0,2.0,4,570,310,1,6,0,570,190,1,1,0
27750,1,0,0,2.0,4,3160,280,0,0,0,2740,130,2,3,1
27751,0,0,0,2.0,4,610,110,0,6,0,430,110,2,9,1
27752,0,0,1,2.0,4,1560,70,0,0,4,1550,70,2,6,1
27753,1,0,0,2.0,3,1020,110,0,2,0,960,0,2,4,1
27754,1,0,1,2.0,4,560,560,2,6,0,30,210,1,1,0
27755,1,0,0,3.0,4,920,440,3,6,0,920,320,1,1,0
27756,1,0,0,3.0,3,10,90,2,6,0,0,0,2,2,1
27757,0,0,0,2.0,4,40,30,2,6,0,20,10,2,13,1
27758,0,0,1,2.0,3,380,40,1,5,0,380,40,1,1,0
27759,1,0,1,2.0,1,2590,2590,3,5,0,60,10,1,1,0
27760,1,0,1,2.0,3,490,50,0,6,0,410,50,1,1,0
27761,1,0,0,2.0,3,8950,3790,2,2,0,170,230,1,1,0
27762,1,0,0,3.0,2,4300,320,0,0,6,4300,150,1,1,0
27763,1,0,1,2.0,3,4650,180,0,0,3,4580,180,1,1,0
27764,0,0,0,3.0,2,3500,150,0,0,4,3500,0,2,5,1
27765,1,0,1,3.0,4,1170,250,0,6,0,470,90,1,1,0
27766,1,0,0,3.0,3,3400,80,0,4,0,3390,80,1,1,0
27767,0,0,1,2.0,4,9640,430,0,0,0,9120,400,1,1,0
27768,1,0,1,3.0,4,400,40,0,6,0,370,40,1,1,0
27769,1,0,1,3.0,4,4450,160,0,0,1,4240,160,1,1,0
27770,1,0,1,2.0,3,290,310,3,6,0,0,310,2,2,1
27771,1,0,1,2.0,4,140,430,4,6,0,140,90,1,1,0
27772,0,0,1,3.0,3,2400,190,0,0,4,2400,90,2,3,1
27773,1,0,1,2.0,3,60,120,3,6,0,0,0,1,1,0
27774,1,0,1,3.0,3,580,40,0,0,6,520,0,2,4,1
27775,0,0,0,2.0,3,0,0,0,6,0,0,0,2,2,1
27776,1,0,1,3.0,4,0,90,1,6,0,0,0,1,1,0
27777,1,0,0,2.0,4,1010,700,1,6,0,1010,570,1,1,0
27778,1,0,1,3.0,2,300,70,0,0,5,300,60,1,1,0
27779,1,0,1,3.0,2,1790,60,0,0,0,1790,60,1,1,0
27780,1,0,1,2.0,3,140,320,2,6,0,0,0,1,1,0
27781,1,0,0,2.0,2,20,90,1,6,0,20,20,2,2,1
27782,1,0,1,2.0,3,1150,50,0,0,0,1150,40,1,1,0
27783,1,0,0,3.0,4,2470,2470,4,6,0,830,940,1,1,0
27784,1,0,1,3.0,2,280,280,4,6,0,70,160,1,1,0
27785,1,0,1,3.0,2,1520,300,1,2,4,1420,50,1,1,0
27786,1,0,1,2.0,2,7090,280,0,0,6,7090,0,2,4,1
27787,1,0,1,3.0,2,1110,60,0,6,0,1020,60,1,1,0
27788,1,0,1,2.0,4,370,370,2,6,0,140,120,1,1,0
27789,1,0,0,3.0,4,520,320,2,6,0,520,0,1,1,0
27790,1,0,1,2.0,2,5560,550,0,0,6,5110,240,1,1,0
27791,1,0,0,3.0,1,19130,630,0,0,6,19130,630,1,1,0
27792,1,0,1,3.0,4,7620,310,0,0,6,7620,290,2,8,1
27793,1,0,0,3.0,3,250,250,1,6,0,0,250,1,1,0
27794,1,0,1,3.0,3,2170,1490,2,6,0,2170,1110,1,1,0
27795,1,0,1,3.0,3,760,2290,3,6,0,70,210,1,1,0
27796,1,0,1,2.0,4,1320,60,0,0,0,1170,50,1,1,0
27797,1,0,0,3.0,2,490,270,2,6,0,490,170,1,1,0
27798,1,0,1,3.0,2,3000,160,0,0,4,1460,60,2,7,1
27799,0,0,0,3.0,2,700,110,0,0,6,550,30,2,20,1
27800,1,0,0,2.0,4,6180,610,1,1,0,5170,310,1,1,0
27801,1,0,1,3.0,4,70,0,0,6,0,70,0,2,2,1
27802,1,0,1,2.0,4,2350,110,0,0,0,2240,80,1,1,0
27803,1,0,0,3.0,4,3040,250,0,0,4,2850,250,2,3,1
27804,1,0,1,3.0,3,250,250,4,6,0,90,150,1,1,0
27805,1,0,1,2.0,3,2480,240,0,0,6,2380,90,1,1,0
27806,0,0,1,2.0,2,2750,2830,3,3,0,1910,120,1,1,0
27807,1,0,0,2.0,3,2950,1820,1,2,0,2890,190,1,1,0
27808,1,0,1,3.0,1,10850,420,0,0,6,10850,420,1,1,0
27809,1,0,0,2.0,4,2390,920,0,5,0,2390,310,1,1,0
27810,1,0,0,3.0,2,10500,4120,1,1,3,8340,4120,1,1,0
27811,1,0,1,3.0,4,460,60,0,6,0,460,60,1,1,0
27812,1,0,1,3.0,2,1530,120,0,0,0,1380,60,2,8,1
27813,1,0,1,2.0,4,5720,140,0,0,1,5720,140,1,1,0
27814,1,0,0,2.0,4,280,280,1,6,0,0,0,2,2,1
27815,0,0,1,2.0,4,930,60,0,0,6,850,60,1,1,0
27816,1,0,1,2.0,3,1340,270,0,0,0,1180,270,1,1,0
27817,1,0,1,2.0,3,6080,920,0,0,0,5400,190,1,1,0
27818,1,0,0,2.0,4,40,40,2,6,0,30,20,1,1,0
27819,0,0,0,3.0,3,770,80,0,0,0,730,0,2,14,1
27820,1,0,1,3.0,3,3390,160,0,0,6,3320,130,1,1,0
27821,1,0,1,3.0,3,1560,60,0,0,0,1520,60,1,1,0
27822,0,0,0,2.0,4,0,0,0,6,0,0,0,1,1,0
27823,1,0,1,2.0,3,410,270,1,6,0,330,210,1,1,0
27824,0,0,1,2.0,3,590,40,0,0,6,560,40,1,1,0
27825,1,0,1,2.0,3,1350,160,0,0,1,1350,60,2,3,1
27826,1,0,0,2.0,4,0,0,0,6,0,0,0,1,1,0
27827,1,0,1,2.0,2,10,10,1,6,0,0,0,2,2,1
27828,1,0,1,3.0,4,4380,150,0,0,6,4140,150,1,1,0
27829,1,0,0,2.0,3,410,130,2,6,0,410,130,1,1,0
27830,1,0,1,2.0,3,20,70,4,6,0,0,0,2,2,1
27831,0,0,0,2.0,4,2190,1990,1,6,0,160,90,1,1,0
27832,1,0,1,2.0,3,1150,50,0,0,0,1150,40,1,1,0
27833,1,0,1,2.0,3,6230,240,0,0,1,6230,200,1,1,0
27834,0,0,0,2.0,4,2550,190,0,0,6,2550,0,2,4,1
27835,1,0,1,2.0,4,810,200,1,6,0,620,200,1,1,0
27836,0,0,1,2.0,4,40,40,2,6,0,10,30,1,1,0
27837,1,0,0,2.0,3,2090,100,0,0,3,2070,100,1,1,0
27838,1,0,1,3.0,3,1350,60,0,0,3,1350,60,1,1,0
27839,1,0,0,2.0,3,20,20,1,6,0,0,20,1,1,0
27840,1,0,0,2.0,4,170,170,2,6,0,30,30,1,1,0
27841,1,0,1,3.0,2,20,3090,3,6,0,0,10,1,1,0
27842,1,0,1,3.0,2,910,50,0,1,0,770,40,1,1,0
27843,1,0,1,3.0,2,3640,1450,3,4,0,3640,180,1,1,0
27844,1,0,1,3.0,3,1260,1260,2,6,0,900,850,1,1,0
27845,1,0,1,3.0,3,1130,150,0,3,0,770,90,1,1,0
27846,1,0,1,3.0,3,430,430,3,6,0,90,240,1,1,0
27847,1,0,1,3.0,4,560,130,3,6,0,560,90,1,1,0
27848,0,0,0,2.0,4,7880,320,0,0,0,7880,320,1,1,0
27849,0,0,0,3.0,2,50,50,3,6,0,0,20,2,7,1
27850,1,0,0,3.0,4,560,560,2,5,0,110,0,1,1,0
27851,1,0,1,2.0,3,500,310,1,6,0,40,30,1,1,0
27852,0,0,0,2.0,3,30,0,0,6,0,30,0,1,1,0
27853,0,0,1,2.0,2,610,50,0,0,3,580,50,1,1,0
27854,0,0,0,2.0,4,0,0,0,6,0,0,0,1,1,0
27855,1,0,1,3.0,3,0,0,0,6,0,0,0,1,1,0
27856,1,0,0,2.0,3,2320,1830,0,5,0,2320,150,1,1,0
27857,1,0,1,2.0,3,3520,3520,3,5,0,130,40,1,1,0
27858,1,0,1,3.0,3,360,60,0,6,0,360,30,1,1,0
27859,1,0,1,3.0,4,350,790,3,6,0,90,50,1,1,0
27860,1,0,1,3.0,4,3180,150,0,0,0,2910,130,1,1,0
27861,1,0,1,3.0,2,9510,640,0,0,1,9510,640,1,1,0
27862,1,0,1,2.0,4,110,20,1,6,0,110,10,2,5,1
27863,1,0,1,2.0,2,910,70,0,0,0,760,40,2,3,1
27864,1,0,0,3.0,2,2340,190,0,0,0,2130,60,1,1,0
27865,1,0,1,2.0,2,4640,230,0,0,4,4640,160,1,1,0
27866,1,0,0,3.0,3,620,140,0,2,3,620,60,1,1,0
27867,1,0,0,2.0,3,410,60,0,1,0,360,60,1,1,0
27868,0,0,1,2.0,3,70,0,0,6,0,70,0,2,29,1
27869,1,0,0,2.0,4,250,250,3,6,0,30,170,2,2,1
27870,1,0,0,2.0,4,110,120,3,6,0,50,10,1,1,0
27871,1,0,0,2.0,2,390,400,2,6,0,90,40,1,1,0
27872,1,0,1,2.0,4,0,0,0,6,0,0,0,1,1,0
27873,1,0,1,2.0,3,2240,100,0,0,0,2150,100,1,1,0
27874,1,0,1,3.0,2,1130,1130,3,6,0,930,990,1,1,0
27875,1,0,1,2.0,3,150,40,0,6,0,150,30,1,1,0
27876,1,0,1,2.0,4,0,0,0,6,0,0,0,2,2,1
27877,0,0,0,2.0,3,6820,3660,1,1,0,1870,1530,2,3,1
27878,1,0,0,2.0,3,30,30,2,6,0,0,0,1,1,0
27879,0,0,0,3.0,2,930,110,0,0,6,930,0,2,8,1
27880,1,0,0,2.0,3,10150,420,0,0,4,10150,380,1,1,0
27881,1,0,1,3.0,3,2290,80,0,0,4,2290,60,1,1,0
27882,1,0,1,3.0,2,6570,310,0,0,4,6570,280,1,1,0
27883,0,0,1,2.0,4,0,0,0,6,0,0,0,2,2,1
27884,1,0,1,3.0,2,2190,2200,4,6,0,920,1090,1,1,0
27885,1,0,0,3.0,3,590,1590,4,6,0,190,550,1,1,0
27886,1,0,0,3.0,2,350,200,2,5,0,100,10,1,1,0
27887,0,0,1,2.0,2,280,210,1,0,2,220,40,1,1,0
27888,1,0,1,2.0,4,330,330,3,6,0,20,0,1,1,0
27889,1,0,1,3.0,3,3360,330,0,0,5,3140,330,2,3,1
27890,0,0,1,3.0,3,750,50,0,0,3,640,50,2,3,1
27891,1,0,1,2.0,3,5790,150,0,0,6,2930,130,1,1,0
27892,1,0,0,3.0,3,7790,240,0,3,3,7790,190,1,1,0
27893,0,0,0,2.0,3,3470,110,0,0,4,3470,0,2,4,1
27894,1,0,1,3.0,4,1220,1220,1,5,0,750,240,1,1,0
27895,1,0,1,2.0,3,110,30,2,6,0,110,0,1,1,0
27896,1,0,0,2.0,4,1770,1770,3,5,0,140,230,1,1,0
27897,1,0,1,2.0,4,30,30,2,6,0,0,10,2,2,1
27898,1,0,1,2.0,3,0,0,0,6,0,0,0,2,2,1
27899,1,0,1,2.0,4,650,150,1,6,0,650,150,1,1,0
27900,1,0,1,3.0,2,480,480,3,6,0,10,160,1,1,0
27901,1,0,1,2.0,3,1560,100,0,0,5,1560,70,1,1,0
27902,1,0,1,3.0,2,300,300,3,6,0,140,150,1,1,0
27903,1,0,0,3.0,2,2620,660,0,2,0,2620,40,1,1,0
27904,1,0,1,3.0,4,6660,310,0,0,1,6660,310,1,1,0
27905,1,0,1,2.0,2,50,450,3,6,0,40,50,1,1,0
27906,1,0,1,3.0,3,50,50,2,6,0,0,0,1,1,0
27907,1,0,1,3.0,3,1030,120,0,0,6,820,120,3,5,1
27908,0,0,1,3.0,2,7920,290,0,0,2,7920,290,1,1,0
27909,0,0,1,3.0,3,630,50,0,0,6,550,30,2,14,1
27910,1,0,1,2.0,3,20,20,1,6,0,10,10,1,1,0
27911,1,0,1,3.0,3,1540,160,0,0,4,1430,160,1,1,0
27912,1,0,1,3.0,2,1570,490,0,0,4,1430,60,1,1,0
27913,0,0,1,2.0,4,40,40,3,6,0,10,30,1,1,0
27914,1,0,1,3.0,2,240,240,2,6,0,0,30,2,2,1
27915,1,0,1,3.0,3,330,180,0,6,0,220,40,1,1,0
27916,1,0,1,2.0,3,0,0,0,6,0,0,0,2,2,1
27917,0,0,1,3.0,3,430,70,0,0,0,290,70,2,5,1
27918,0,0,1,3.0,3,10,10,0,6,0,10,10,1,1,0
27919,1,0,1,2.0,2,2020,110,0,0,0,1970,90,1,1,0
27920,1,0,0,2.0,2,590,650,2,2,3,0,0,1,1,0
27921,1,0,0,2.0,4,210,210,2,6,0,0,210,1,1,0
27922,1,0,1,3.0,3,2810,110,0,0,0,2740,100,1,1,0
27923,1,0,1,3.0,3,290,40,0,6,0,170,40,1,1,0
27924,0,0,1,3.0,1,6300,4610,1,1,3,6300,250,1,1,0
27925,1,0,0,3.0,2,6460,6650,2,4,1,0,6650,1,1,0
27926,1,0,1,3.0,2,10220,800,0,0,4,9010,800,1,1,0
27927,1,0,0,2.0,3,70,70,2,6,0,30,30,1,1,0
27928,1,0,0,3.0,2,1100,60,0,0,0,1100,50,1,1,0
27929,1,0,0,2.0,3,410,410,2,6,0,10,10,1,1,0
27930,0,0,1,3.0,3,3240,150,0,0,2,3180,140,1,1,0
27931,1,0,1,3.0,3,530,530,1,6,0,10,10,1,1,0
27932,1,0,0,3.0,2,4060,180,0,0,0,4000,180,1,1,0
27933,0,0,0,2.0,3,160,40,0,3,0,160,40,1,1,0
27934,0,0,1,2.0,3,0,0,0,6,0,0,0,2,2,1
27935,0,0,0,2.0,3,2070,90,0,0,2,2070,90,2,3,1
27936,1,0,0,3.0,3,610,60,0,0,5,570,60,1,1,0
27937,0,0,0,2.0,3,1270,60,0,0,2,1190,60,2,3,1
27938,1,0,1,2.0,3,650,640,3,6,0,10,320,1,1,0
27939,1,0,0,3.0,2,6540,340,0,0,3,6540,340,1,1,0
27940,1,0,0,2.0,4,1890,1890,3,4,0,490,40,1,1,0
27941,1,0,0,2.0,4,3980,460,0,0,0,3240,340,2,3,1
27942,1,0,0,2.0,3,3030,120,0,0,4,2950,100,1,1,0
27943,1,0,0,2.0,3,400,250,3,6,0,400,160,1,1,0
27944,1,0,0,2.0,4,660,290,4,6,0,660,40,1,1,0
27945,0,0,1,2.0,3,820,70,0,0,6,770,0,2,15,1
27946,1,0,0,2.0,3,880,60,0,0,6,870,50,1,1,0
27947,1,0,1,3.0,3,2360,90,0,0,3,2280,90,1,1,0
27948,1,0,1,3.0,3,1550,70,0,1,4,1490,60,1,1,0
27949,1,0,1,2.0,2,300,60,0,6,0,210,40,2,17,1
27950,1,0,1,2.0,3,6070,210,0,0,0,6070,190,1,1,0
27951,1,0,1,3.0,3,710,150,0,0,0,600,150,1,1,0
27952,1,0,1,2.0,3,2620,230,0,0,6,2620,0,2,12,1
27953,1,0,1,3.0,2,0,0,0,6,0,0,0,2,2,1
27954,1,0,1,2.0,3,390,50,0,6,0,260,40,1,1,0
27955,0,0,0,2.0,3,940,60,0,0,0,940,60,2,3,1
27956,1,0,1,3.0,3,2090,110,0,0,3,2020,110,1,1,0
27957,1,0,1,2.0,4,570,490,3,6,0,570,220,1,1,0
27958,1,0,0,2.0,2,200,1530,3,6,0,0,60,1,1,0
27959,1,0,1,2.0,2,2660,220,0,0,3,2660,120,2,3,1
27960,1,0,0,2.0,4,2140,310,0,0,0,2140,120,1,1,0
27961,1,0,1,2.0,2,70,70,3,6,0,0,10,1,1,0
27962,0,0,1,3.0,3,1010,340,0,6,0,680,340,2,3,1
27963,1,0,1,2.0,4,260,260,2,6,0,260,260,1,1,0
27964,1,0,0,2.0,3,1210,1210,2,2,0,220,350,1,1,0
27965,1,0,1,2.0,3,300,50,0,0,3,190,40,1,1,0
27966,1,0,1,2.0,1,730,730,3,6,0,150,190,1,1,0
27967,1,0,0,2.0,3,440,50,0,0,0,370,50,2,12,1
27968,1,0,0,2.0,3,1120,1120,4,6,0,110,230,1,1,0
27969,0,0,1,2.0,2,210,220,2,6,0,0,220,1,1,0
27970,1,0,0,2.0,2,50,50,1,6,0,50,20,1,1,0
27971,0,0,1,2.0,3,3460,240,0,0,0,3460,170,2,13,1
27972,1,0,0,2.0,4,890,330,0,0,2,890,40,1,1,0
27973,0,0,0,2.0,3,3440,80,0,0,6,2120,80,1,1,0
27974,1,0,0,2.0,3,930,150,0,6,0,930,50,1,1,0
27975,1,0,1,3.0,3,30,30,1,6,0,20,20,1,1,0
27976,1,0,0,2.0,4,1230,2070,1,6,0,970,310,1,1,0
27977,1,0,1,2.0,3,6400,250,0,0,4,6270,240,1,1,0
27978,1,0,0,2.0,2,2200,2200,2,5,0,0,2200,2,2,1
27979,1,0,0,2.0,4,430,150,1,6,0,0,150,2,2,1
27980,1,0,1,2.0,3,1500,1480,2,6,0,1500,120,1,1,0
27981,1,0,0,2.0,1,880,880,2,6,0,70,30,1,1,0
27982,1,0,0,2.0,4,110,110,1,6,0,10,10,2,7,1
27983,1,0,1,3.0,2,1530,70,0,0,4,1420,50,1,1,0
27984,1,0,0,3.0,3,2380,110,0,0,3,2370,110,1,1,0
27985,1,0,1,3.0,4,2120,1830,3,4,0,2120,0,1,1,0
27986,1,0,1,3.0,2,600,140,0,2,0,570,60,1,1,0
27987,1,0,1,2.0,3,610,310,0,6,0,260,60,1,1,0
27988,1,0,1,3.0,3,170,170,2,6,0,20,170,3,5,1
27989,1,0,1,2.0,3,290,290,2,6,0,90,60,1,1,0
27990,1,0,1,2.0,3,1520,1560,4,6,0,0,0,2,2,1
27991,1,0,1,3.0,2,1630,160,0,3,3,1490,160,2,5,1
27992,1,0,1,3.0,2,490,60,0,0,1,270,60,1,1,0
27993,1,0,1,2.0,2,420,530,4,6,0,120,200,1,1,0
27994,1,0,0,2.0,4,3790,180,0,0,0,3400,170,1,1,0
27995,0,0,1,2.0,3,5520,270,0,0,4,5260,270,2,11,1
27996,1,0,0,2.0,2,14010,1150,1,5,1,14010,520,2,2,1
27997,1,0,1,3.0,2,910,100,0,0,6,790,100,2,9,1
27998,1,0,0,2.0,3,2170,90,0,1,0,2170,70,1,1,0
27999,1,0,0,2.0,4,1850,230,1,5,0,1850,150,1,1,0
28000,1,0,1,2.0,3,20,0,0,6,0,20,0,1,1,0
28001,1,0,1,3.0,3,3530,3530,2,5,0,1180,360,1,1,0
28002,1,0,0,3.0,3,4310,210,0,0,6,4160,210,1,1,0
28003,1,0,0,2.0,3,930,930,3,6,0,20,110,2,3,1
28004,1,0,0,2.0,3,1660,1660,4,6,0,200,1660,1,1,0
28005,1,0,0,3.0,2,200,200,2,6,0,10,10,1,1,0
28006,1,0,1,3.0,4,480,480,2,6,0,230,0,1,1,0
28007,1,0,1,3.0,4,250,270,4,6,0,120,250,1,1,0
28008,1,0,0,2.0,4,650,350,2,6,0,20,180,1,1,0
28009,1,0,0,2.0,2,0,0,0,6,0,0,0,2,2,1
28010,0,0,1,2.0,3,1060,110,0,0,0,950,60,2,12,1
28011,1,0,1,2.0,3,150,140,3,6,0,90,120,2,3,1
28012,0,0,1,2.0,2,310,50,0,0,0,260,40,2,10,1
28013,1,0,1,2.0,4,610,610,1,6,0,270,0,1,1,0
28014,1,0,1,2.0,3,430,430,3,6,0,350,430,1,1,0
28015,1,0,0,3.0,3,1300,100,0,0,0,1300,50,1,1,0
28016,1,0,1,2.0,2,50,50,2,6,0,20,30,2,3,1
28017,1,0,1,3.0,2,190,190,2,6,0,100,190,2,5,1
28018,0,0,1,3.0,4,1130,110,0,0,0,970,110,2,13,1
28019,1,0,1,2.0,3,2590,70,0,0,5,1430,50,1,1,0
28020,0,0,1,2.0,3,2400,90,0,0,6,2270,90,2,6,1
28021,1,0,0,2.0,3,2840,140,0,0,0,2500,120,1,1,0
28022,1,0,1,2.0,3,1500,140,0,0,5,1410,0,2,9,1
28023,1,0,1,3.0,3,2750,140,0,0,0,2700,140,1,1,0
